studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,plantedSeedlotStockDbId,plantedSeedlotStockUniquename,plantedSeedlotCurrentCount,plantedSeedlotCurrentWeightGram,plantedSeedlotBoxName,plantedSeedlotTransactionCount,plantedSeedlotTransactionWeight,plantedSeedlotTransactionDescription,availableGermplasmSeedlotUniquenames,L chromometer value|CO_334:0002065,a chromometer value|CO_334:0002066,apical pubescence visual rating 0-2|CO_334:0000309,b chromometer value|CO_334:0002064,branching level counting|CO_334:0000079,cassava bacterial blight incidence 3-month evaluation|CO_334:0000178,cassava bacterial blight severity 3-month evaluation|CO_334:0000175,cassava green mite severity first evaluation|CO_334:0000189,cassava green mite severity second evaluation|CO_334:0000190,cassava mosaic disease incidence 1-month evaluation|CO_334:0000195,cassava mosaic disease incidence 3-month evaluation|CO_334:0000196,cassava mosaic disease severity 1-month evaluation|CO_334:0000191,cassava mosaic disease severity 3-month evaluation|CO_334:0000192,central leaf shape visual rating 1-10|CO_334:0000119,dry matter content by specific gravity method|CO_334:0000160,dry matter content percentage|CO_334:0000092,dry yield|CO_334:0000014,ease of peeling root cortex visual rating 1-3|CO_334:0000308,first apical branch height measurement in cm|CO_334:0000106,first fully expanded leaf color visual rating 1-9|CO_334:0000102,fresh root yield|CO_334:0000013,fresh shoot weight measurement in kg per plot|CO_334:0000016,fresh storage root weight per plot|CO_334:0000012,fufu dry weight in kg|CO_334:0002019,fufu fibre weight in g|CO_334:0002016,fufu initial weight in kg|CO_334:0002013,fufu peel weight in kg|CO_334:0002014,fufu peeled root weight in kg|CO_334:0002015,fufu pressed weight in kg|CO_334:0002018,gari fried weight in kg|CO_334:0002026,gari initial weight in kg|CO_334:0002020,gari mash weight in kg|CO_334:0002023,gari peel weight in kg|CO_334:0002021,gari peeled root weight in kg|CO_334:0002022,gari pressed weight in kg|CO_334:0002024,gari pulverised weight in kg|CO_334:0002025,gari shaft coarse weight in g|CO_334:0002027,gari shaft medium weight in g|CO_334:0002028,harvest index variable|CO_334:0000015,initial vigor assessment 1-7|CO_334:0000009,petiole color visual rating 1-9|CO_334:0000023,plant architecture visual rating 1-5|CO_334:0000099,plant height measurement in cm|CO_334:0000018,plant stands harvested counting|CO_334:0000010,root evaluation scaled 1-5|CO_334:0000228,root neck length visual rating 0-7|CO_334:0000022,root number counting|CO_334:0000011,root weight in air|CO_334:0000157,root weight in water|CO_334:0000158,rotted storage root counting|CO_334:0000084,specific gravity|CO_334:0000163,sprout count at one-month|CO_334:0000213,sprout count at three-month|CO_334:0000214,sprouting proportion|CO_334:0000008,starch content percentage|CO_334:0000071,staygreen visual scale 1-9|CO_334:0000224,storage root cortex color visual rating 1-4|CO_334:0000115,storage root periderm color visual rating 1-4|CO_334:0000064,storage root pulp color visual rating 1-3|CO_334:0000021,storage root shape visual rating 1-6|CO_334:0000020,storage root size visual rating 1-7|CO_334:0000019,total carotenoid by chart 1-8|CO_334:0000161,unexpanded apical leaf color visual rating 1-9|CO_334:0000101,notes
2017,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",3300,17.GS.C2.setA.UYT.36.AG,"Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ago-Owu selected from 2016-2017.GS.C2.AYT35,AYT29,GS.C1.ungenotype.AYT21 AND AYT39",RCBD,6,5.5,0.36288,,,2017-August-31,2018-July-13,196,Ago-Owu,58311,TMS14F1016P0006,,plot,690675,2018-17.GS.C2.setA.UYT.36.AG-rep1-TMS14F1016P0006_109,1,1,109,,,test,,,,,,,,,,,90.29,0.435,0,19.96,3,0.97,2,,,0,0,1,1,5,,26,,1,46.67,3,,57.5,101,,,,,,,,,,,,,,,,,7,7,3,181.67,20,,3,148,,,0,,41,39,,,2,1,3,1,2,7,1,3," (Operator: PVNSPRASAD, Time: )"
2017,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",3300,17.GS.C2.setA.UYT.36.AG,"Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ago-Owu selected from 2016-2017.GS.C2.AYT35,AYT29,GS.C1.ungenotype.AYT21 AND AYT39",RCBD,6,5.5,0.36288,,,2017-August-31,2018-July-13,196,Ago-Owu,56467,TMS14F1022P0006,,plot,690626,2018-17.GS.C2.setA.UYT.36.AG-rep1-TMS14F1022P0006_115,1,1,115,,,test,,,,,,,,,,,91.055,0.31,0,18.675,2,0.95,2,,,0,0,1,1,9,,31,,1,55,3,,52.5,74.5,,,,,,,,,,,,,,,,,7,3,1,216.67,20,,3,120,,,0,,36,38,,,2,1,3,1,2,5,1,7," (Operator: PVNSPRASAD, Time: )"
2017,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",3300,17.GS.C2.setA.UYT.36.AG,"Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ago-Owu selected from 2016-2017.GS.C2.AYT35,AYT29,GS.C1.ungenotype.AYT21 AND AYT39",RCBD,6,5.5,0.36288,,,2017-August-31,2018-July-13,196,Ago-Owu,56570,TMS14F1035P0004,,plot,690587,2018-17.GS.C2.setA.UYT.36.AG-rep1-TMS14F1035P0004_126,1,1,126,,,test,,,,,,,,,,,90.515,0.64,1,20.765,2,1,2,,,0.12,0,3,1,5,,36,,1,46.67,5,,30.5,44.5,,,,,,,,,,,,,,,,,7,7,1,184.33,20,,3,106,,,0,,42,42,,,2,1,3,1,2,5,1,3," (Operator: PVNSPRASAD, Time: )"
2017,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",3300,17.GS.C2.setA.UYT.36.AG,"Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ago-Owu selected from 2016-2017.GS.C2.AYT35,AYT29,GS.C1.ungenotype.AYT21 AND AYT39",RCBD,6,5.5,0.36288,,,2017-August-31,2018-July-13,196,Ago-Owu,56573,TMS14F1035P0007,,plot,690579,2018-17.GS.C2.setA.UYT.36.AG-rep1-TMS14F1035P0007_132,1,1,132,,,test,,,,,,,,,,,89.305,0.77,0,19.465,3,1,2,,,0,0,1,1,5,,32,,1,52.33,5,,54,58,,,,,,,,,,,,,,,,,5,7,2,196,20,,3,85,,,0,,32,32,,,3,1,3,1,2,5,1,5," (Operator: PVNSPRASAD, Time: )"
2017,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",3300,17.GS.C2.setA.UYT.36.AG,"Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ago-Owu selected from 2016-2017.GS.C2.AYT35,AYT29,GS.C1.ungenotype.AYT21 AND AYT39",RCBD,6,5.5,0.36288,,,2017-August-31,2018-July-13,196,Ago-Owu,56581,TMS14F1036P0007,,plot,690659,2018-17.GS.C2.setA.UYT.36.AG-rep1-TMS14F1036P0007_124,1,1,124,,,test,,,,,,,,,,,92.19,0.18,0,18.925,3,1,2,,,0,0,1,1,5,,33,,1,18.33,5,,52.5,64.5,,,,,,,,,,,,,,,,,7,7,1,228.33,20,,3,120,,,0,,40,39,,,2,1,3,1,2,5,1,5," (Operator: PVNSPRASAD, Time: )"
2017,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",3300,17.GS.C2.setA.UYT.36.AG,"Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ago-Owu selected from 2016-2017.GS.C2.AYT35,AYT29,GS.C1.ungenotype.AYT21 AND AYT39",RCBD,6,5.5,0.36288,,,2017-August-31,2018-July-13,196,Ago-Owu,56646,TMS14F1049P0001,,plot,690655,2018-17.GS.C2.setA.UYT.36.AG-rep1-TMS14F1049P0001_114,1,1,114,,,test,,,,,,,,,,,91.265,0.47,1,19.355,1,1,2,,,0,0,1,1,5,,33,,1,90.33,5,,52.5,45,,,,,,,,,,,,,,,,,7,7,3,231.67,20,,3,55,,,0,,39,39,,,3,1,3,1,2,5,1,9," (Operator: PVNSPRASAD, Time: )"
2017,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",3300,17.GS.C2.setA.UYT.36.AG,"Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ago-Owu selected from 2016-2017.GS.C2.AYT35,AYT29,GS.C1.ungenotype.AYT21 AND AYT39",RCBD,6,5.5,0.36288,,,2017-August-31,2018-July-13,196,Ago-Owu,57193,TMS14F1120P0003,,plot,690596,2018-17.GS.C2.setA.UYT.36.AG-rep1-TMS14F1120P0003_127,1,1,127,,,test,,,,,,,,,,,91.66,0.935,0,19.75,3,1,2,,,0,0,1,1,5,,36,,1,46.67,5,,53.5,46.5,,,,,,,,,,,,,,,,,5,7,1,220,15,,3,63,,,0,,31,27,,,2,1,3,1,2,5,1,5," (Operator: PVNSPRASAD, Time: )"
2017,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",3300,17.GS.C2.setA.UYT.36.AG,"Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ago-Owu selected from 2016-2017.GS.C2.AYT35,AYT29,GS.C1.ungenotype.AYT21 AND AYT39",RCBD,6,5.5,0.36288,,,2017-August-31,2018-July-13,196,Ago-Owu,57274,TMS14F1131P0001,,plot,690589,2018-17.GS.C2.setA.UYT.36.AG-rep1-TMS14F1131P0001_118,1,1,118,,,test,,,,,,,,,,,89.775,0.36,1,19.19,3,1,2,,,0,0,1,1,5,,32,,1,70,3,,60,50.5,,,,,,,,,,,,,,,,,7,3,1,240,10,,3,65,,,0,,33,28,,,2,1,2,1,2,5,1,5," (Operator: PVNSPRASAD, Time: )"
2017,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",3300,17.GS.C2.setA.UYT.36.AG,"Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ago-Owu selected from 2016-2017.GS.C2.AYT35,AYT29,GS.C1.ungenotype.AYT21 AND AYT39",RCBD,6,5.5,0.36288,,,2017-August-31,2018-July-13,196,Ago-Owu,57607,TMS14F1194P0002,,plot,690643,2018-17.GS.C2.setA.UYT.36.AG-rep1-TMS14F1194P0002_102,1,1,102,,,test,,,,,,,,,,,90.76,0.59,0,19.5,3,0.82,2,,,0,0,1,1,5,,33,,1,80,3,,50,56.5,,,,,,,,,,,,,,,,,5,7,3,216.67,20,,3,67,,,0,,40,39,,,2,1,3,1,2,5,1,3," (Operator: PVNSPRASAD, Time: )"
2017,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",3300,17.GS.C2.setA.UYT.36.AG,"Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ago-Owu selected from 2016-2017.GS.C2.AYT35,AYT29,GS.C1.ungenotype.AYT21 AND AYT39",RCBD,6,5.5,0.36288,,,2017-August-31,2018-July-13,196,Ago-Owu,57612,TMS14F1195P0005,,plot,690672,2018-17.GS.C2.setA.UYT.36.AG-rep1-TMS14F1195P0005_103,1,1,103,,,test,,,,,,,,,,,90.59,0.475,0,19.215,3,0.9,2,,,0,0,1,1,5,,36,,1,21,5,,55.5,36,,,,,,,,,,,,,,,,,5,3,2,225,20,,3,45,,,0,,34,30,,,2,1,3,1,2,5,1,5," (Operator: PVNSPRASAD, Time: )"
2017,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",3300,17.GS.C2.setA.UYT.36.AG,"Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ago-Owu selected from 2016-2017.GS.C2.AYT35,AYT29,GS.C1.ungenotype.AYT21 AND AYT39",RCBD,6,5.5,0.36288,,,2017-August-31,2018-July-13,196,Ago-Owu,57703,TMS14F1208P0007,,plot,690673,2018-17.GS.C2.setA.UYT.36.AG-rep1-TMS14F1208P0007_136,1,1,136,,,test,,,,,,,,,,,91.1,0.255,0,20.485,3,1,2,,,0,0,1,1,5,,36,,1,45,3,,35.5,35,,,,,,,,,,,,,,,,,7,9,1,196.67,14,,3,52,,,0,,37,40,,,2,1,2,1,2,5,1,5," (Operator: PVNSPRASAD, Time: )"
2017,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",3300,17.GS.C2.setA.UYT.36.AG,"Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ago-Owu selected from 2016-2017.GS.C2.AYT35,AYT29,GS.C1.ungenotype.AYT21 AND AYT39",RCBD,6,5.5,0.36288,,,2017-August-31,2018-July-13,196,Ago-Owu,57757,TMS14F1223P0007,,plot,690645,2018-17.GS.C2.setA.UYT.36.AG-rep1-TMS14F1223P0007_101,1,1,101,,,test,,,,,,,,,,,90.92,0.575,1,19.265,3,0.67,2,,,0.07,0,3,1,5,,29,,1,75,5,,38.5,57,,,,,,,,,,,,,,,,,7,3,3,221.67,20,,3,70,,,0,,42,42,,,2,1,2,1,2,5,1,3," (Operator: PVNSPRASAD, Time: )"
2017,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",3300,17.GS.C2.setA.UYT.36.AG,"Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ago-Owu selected from 2016-2017.GS.C2.AYT35,AYT29,GS.C1.ungenotype.AYT21 AND AYT39",RCBD,6,5.5,0.36288,,,2017-August-31,2018-July-13,196,Ago-Owu,57766,TMS14F1224P0004,,plot,690585,2018-17.GS.C2.setA.UYT.36.AG-rep1-TMS14F1224P0004_107,1,1,107,,,test,,,,,,,,,,,89.63,1.335,0,31.97,4,1,2,,,0,0,1,1,5,,33,,1,36.67,5,,40,59,,,,,,,,,,,,,,,,,5,5,2,180,20,,3,65,,,0,,34,38,,,2,1,2,2,2,7,2,7," (Operator: PVNSPRASAD, Time: )"
2017,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",3300,17.GS.C2.setA.UYT.36.AG,"Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ago-Owu selected from 2016-2017.GS.C2.AYT35,AYT29,GS.C1.ungenotype.AYT21 AND AYT39",RCBD,6,5.5,0.36288,,,2017-August-31,2018-July-13,196,Ago-Owu,58009,TMS14F1262P0002,,plot,690591,2018-17.GS.C2.setA.UYT.36.AG-rep1-TMS14F1262P0002_116,1,1,116,,,test,,,,,,,,,,,90.66,0.105,1,18.255,1,0.97,2,,,0,0,1,1,5,,32,,1,61.67,5,,55,51.5,,,,,,,,,,,,,,,,,7,3,3,225,20,,3,65,,,0,,39,39,,,2,1,3,1,2,5,1,5," (Operator: PVNSPRASAD, Time: )"
